|normal|cleaned_tweets|no_clean|cleaned_score
177|This California olive grower is seeing the impacts of climate change firsthand: http:// ofa.bo/eqc #ActOnClimate|['olive', 'seeing']|5.548571428571429|6.1899999999999995
178|The science is clear: Climate change is real. Help @OFA call out climate change deniers. http:// ofa.bo/inw|['science']|5.562499999999999|6.86
179|Watch: President Obama is making bold moves to act on climate change . http:// ofa.bo/fnH #ActOnClimate|['making', 'act']|5.628888888888889|6.12
180|Watch: Climate change is happening now, and President Obama is taking action. http:// ofa.bo/imN #ActOnClimate|[]|5.363333333333332|
181|Read the President's message to @OFA supporters, asking people to raise their voices on climate change : http:// ofa.bo/qlP #ActOnClimate|['message', 'people', 'raise']|5.568333333333334|6.326666666666667
182|This coalition of 176 companies supports the President's action on climate change : http:// ofa.bo/hk1 #ActOnClimate|['supports']|5.52888888888889|6.22
183|Climate change activists scored a massive victory yesterday: http:// ofa.bo/jk7 #ActOnClimate|['scored', 'victory']|6.116|7.220000000000001
184|Watch: Climate change is real and it's happening now. See how President Obama is taking action. http:// ofa.bo/ql7 #ActOnClimate|['real']|5.391111111111111|6.78
185|Add your name if you stand with President Obama and aggressive action on climate change . http:// ofa.bo/ikr pic.twitter.com/z1k4Q4JWLE|['you', 'aggressive']|5.456666666666667|5.02
186|WATCH: @GinaEPA is making a big announcement on fighting climate change and keeping the air clean for our families. http:// ofa.bo/rkv|['making', 'big', 'fighting', 'keeping', 'air', 'clean', 'our']|5.5775|5.871428571428572
187|Climate change is putting some of our nation's most cherished historic landmarks at risk: http:// ofa.bo/jgu #ActOnClimate|['our', 'most', 'cherished']|5.676363636363636|6.526666666666667
188|""" Climate change is real and we have to act now.""  President Obama #ActOnClimate"|[u'real', u'we', u'act']|5.74|6.386666666666667
189|Climate change is real and its effects are already being felt. It's time to #ActOnClimate .|[]|5.355555555555556|
190|Climate change isn't just about numbers and charts it's about people. Tell your climate change story: http:// ofa.bo/gd5|[u'numbers']|5.432|6.04
191|The #NCA2014 is clear: We have to act now to reduce carbon pollution and prepare for the effects of climate change . http:// ofa.bo/feW|['act', 'pollution']|5.12235294117647|4.08
192|While climate change deniers in Congress are stalling, you can act: http:// ofa.bo/hcx pic.twitter.com/3tjiLFr6XH|['you']|5.646666666666666|6.24
193|There's one fewer climate change denier in Congress: http:// ofa.bo/bb1 #ActOnClimate|['fewer']|5.196|3.72
194|"Climate change is about more than data. It's about people. Watch the trailer for ""Years of Living Dangerously"": http:// ofa.bo/fYZ"|['more']|5.2700000000000005|6.24
195|"The real victims of climate change : people. Watch the trailer for ""Years of Living Dangerously"": http:// ofa.bo/iWI #ActOnClimate"|['real', 'victims']|5.1177777777777775|4.55
196|No more stalling: Climate change deniers need to understand now that this is a real threat. http:// ofa.bo/bTt #ActOnClimate|['more', 'understand', 'real']|5.570909090909091|6.526666666666667
197|The @IPCC_CH report warns about the dangers of climate change . Tell your member of Congress: Don't be a #ClimateFool . http:// ofa.bo/iSw|[]|5.327272727272727|
198|Some members of Congress still don't want to talk about climate change . Help change the conversation: http:// ofa.bo/dQM|"[""don't"", 'talk']"|5.2700000000000005|4.88
199|Climate change is a real and man-made problem be a part of the solution: http:// ofa.bo/sRX #ActOnClimate|[u'real']|5.346666666666668|6.78
200|Climate change is real. These senators are demanding action. http:// ofa.bo/jEg #Up4Climate|['demanding']|4.827999999999999|3.7
201|LIVE: President Obama is announcing new measures to combat climate change and reduce pollution. http:// ofa.bo/s7u|['new', 'combat']|5.108888888888888|5.01
202|"""The science of climate change is leaping out at us like a scene from a 3D movie ... it s compelling us to act.""  Secretary @JohnKerry"|[u'science', u'us', u'like', u'movie', u'us']|5.68875|6.688
203|"""The debate is settled. Climate change is a fact.""  President Obama #SOTU #ScienceSaysSo"|[]|5.220000000000001|
204|Climate change is threatening the bottom line of American businesses. Here's what they're doing about it: http:// ofa.bo/h0p|[]|5.087999999999999|
205|In 2014, we need our lawmakers to take #climate change seriously. Support an organization holding them accountable: http:// ofa.bo/a7|['we', 'our']|5.372727272727274|6.23
206|A majority of Americans support limiting carbon pollution from power plants to combat climate change . Learn more: http:// OFA.BO/Ek6P1V|['support', 'pollution', 'power', 'plants', 'combat']|5.245|5.1160000000000005
207|Today the President created a task force to help communities prepare for the effects of climate change : http:// OFA.BO/QMdhyK #ActOnClimate|['created', 'force', 'help']|5.326666666666667|5.38
208|Add your voice to say #ThisIsReal . It's time to act on climate change . http:// OFA.BO/7kDMAK #O29|['act']|5.552|6.0
209|Science fair nightmare: This #climate change denier is the world's most embarrassing dad. http:// OFA.BO/3oAoPQ|['fair', 'most']|5.81|6.59
210|You can help keep up the momentum on issues like #immigration reform and #climate change. Support @OFA today: http:// OFA.BO/1sSiVc|['help', 'up', 'issues', 'like']|5.604|5.834999999999999
211|Climate change is real and dangerous. Show your support for the @EPA 's new standards to cut carbon pollution: http:// OFA.BO/UPNwsT|['real', 'support', 'new', 'cut']|5.394285714285714|5.865
212|"""Action on climate change presents a distinct opportunity. And we have seen it work.""   @GinaEPA Read more: http:// OFA.BO/JWtDe2"|[u'presents', u'distinct', u'we']|5.804|6.546666666666667
213|"""The evidence is overwhelming, the science is clear, and the threat from climate change is real and urgent.""   @ErnestMoniz #ScienceSaysSo"|[u'science', u'threat', u'real']|5.2942857142857145|5.333333333333333
214|How budget gridlock in Congress could jeopardize the fight against climate change : http:// OFA.BO/1TDAUc|['fight', 'against']|4.8175|3.05
215|A special thanks to all the @OFA volunteers who called out #climate deniers yesterday, demanding Congress take action on climate change .|['special', 'thanks', 'all', 'volunteers', 'demanding']|5.632000000000001|6.232
216|97% of scientists agree #climate change is happening. Watch @OFA 's new video calling out deniers in Congress: http:// OFA.BO/uZJwq1|['scientists', 'agree', 'new', 'video']|5.71090909090909|6.585
217|Tackling #climate change is one of our greatest economic opportunities. pic.twitter.com/ShW2EP117L|['our', 'greatest']|5.682857142857143|6.67
218|Too many members of Congress deny the science of #climate change. Watch @OFA 's new video calling them out: http:// OFA.BO/pEVSwS|['deny', 'science', 'new', 'video']|5.461666666666666|5.9
219|Today @OFA supporters across the country are calling out #climate change deniers, and so can you: http:// OFA.BO/woiZ4c|['supporters', 'country']|5.3999999999999995|6.24
220|Add your name to support President Obama's plan to take action against #climate change: http:// OFA.BO/ETidvf|['support', 'plan', 'against']|5.3822222222222225|5.326666666666667
221|Make sure the #climate change deniers in Congress hear from you today: http:// OFA.BO/V3HD8j #ScienceSaysSo|['sure', 'you']|5.659999999999999|6.28
222|Climate change is real  #ScienceSaysSo . Call out #climate deniers on Twitter using this @OFA site: http:// OFA.BO/bvqyeR|[]|5.163333333333333|
223|Weather-related power outages cost our economy up to $33B over the past ten years. Climate change is making it worse: http:// OFA.BO/wAivVv|['power', 'our', 'up', 'making']|5.301428571428571|6.285
224|It's time #climate change deniers feel the heat. Take action: http:// OFA.BO/mcPqvD #ScienceSaysSo|[]|5.545000000000001|
225|Why the World Bank is fighting #climate change: http:// OFA.BO/RumrVX|['fighting']|4.306666666666667|2.76
226|From @washingtonpost : President Obama sees action on #climate change as part of his legacy. http:// OFA.BO/kXnrGy #ScienceSaysSo|[]|5.445|
227|Gravity exists. The Earth is round. Climate change is happening. #ScienceSaysSo|[]|5.306666666666666|
228|Retweet if you agree: Climate change is real, and it's time for us to act. #ScienceSaysSo|['you', 'us']|5.394|6.25
229|Climate change is real. #ScienceSaysSo . pic.twitter.com/SSCKGAYRkQ|[]|5.369999999999999|
230|We have the chance to meet the challenge of #climate change. Add your voice today: http:// OFA.BO/8VNrrP|['chance', 'meet']|5.566|6.41
231|"""If Congress won't act, I will.""  President Obama on meeting the challenge of #climate change"|"[u""won't""]"|5.140000000000001|3.7
232|"Republican op-ed from @nytimes on #climate change: ""There is no time to waste."" http:// OFA.BO/69ZhXC"|['no']|5.011428571428572|3.48
233|Sea levels are rising due to #climate change, potentially threatening U.S. cities: http:// OFA.BO/sacMyb We have to #ActOnClimate .|['rising']|5.369999999999999|6.54
234|FACT: 75% of Americans want to #ActOnClimate to strengthen communities against effects of climate change like flood, drought & fire. ( @NRDC )|['against', 'like']|5.363636363636363|5.31
235|President Obama is acting on #climate change. Say you'll join him: http:// OFA.BO/UPNE3m #ActOnClimate|['acting', 'join']|5.683999999999999|6.13
236|Interactive map shows votes against #climate change action are from districts most affected by soaring temps: http:// OFA.BO/fUmnCS|['shows', 'votes', 'against', 'most']|5.293333333333332|5.445
237|The threat of #climate change is real and is not going away. If Congress won't act, President Obama will: http:// OFA.BO/MWVgSm|"['threat', 'real', 'not', ""won't""]"|4.82|4.175
238|Things we know: Failing to act now on #climate change would betray our children and future generations. #ActOnClimate|['we', 'act', 'betray', 'our', 'children', 'future']|5.62|5.8066666666666675
239|The threat of climate change will not resolve itself. We must act now for the sake of our children and grandchildren. #ActOnClimate|['threat', 'will', 'not', 'resolve', 'act', 'our', 'children']|5.341176470588235|5.394285714285714
240|"""We don't have time for a meeting of the Flat Earth Society.""  President Obama on those who continue to deny the science on #climate change"|"[u""don't"", u'deny', u'science']"|5.211111111111111|4.666666666666667
241|"""If Congress won t act soon to protect future generations, I will."" Today, President Obama takes action on #climate change."|[u'act', u'soon', u'protect', u'future']|5.932500000000001|6.475
242|"""This is the global threat of our time...We have to get to work.""  President Obama on climate change . #ActOnClimate"|[u'global', u'threat', u'our']|5.243076923076924|4.8133333333333335
243|Today at 1:35 p.m. ET: Don't miss President Obama's announcement on #climate change.|['miss']|4.87|3.64
244|President Obama promised to take action on #climate change. Tomorrow, see how he is keeping his word. http:// OFA.BO/2c8RWM|['promised', 'see', 'keeping']|5.58|6.2799999999999985
245|Retweet if you're excited to hear what President Obama has to say about #climate change in tomorrow's big speech.|"['excited', ""tomorrow's"", 'big']"|5.531428571428571|6.646666666666666
246|"""This is a serious challenge. But it's one uniquely suited to America's strengths.""  President Obama on #climate change"|[]|5.1525|
247|Retweet if you agree: We must do more to respond to the threat of #climate change. http:// OFA.BO/Q7qGMM|['you', 'more', 'threat']|5.067272727272728|4.946666666666666
248|Tuesday: President Obama delivers a major speech on #climate change. Be sure to tune in: http:// OFA.BO/xx5eaR|['sure', 'tune']|5.622857142857143|6.25
249|Will you stand with President Obama in the fight against #climate change? Tune in on Tuesday: http:// OFA.BO/fFhBJE|['you', 'fight', 'against']|5.022222222222222|4.113333333333334
250|An important step: Read about the new US agreement with China to reduce super-pollutants and combat #climate change. http:// OFA.BO/vxYeW2|['important', 'new', 'agreement', 'combat']|5.29|5.665
251|"""I don t have much patience for people who deny climate change .""  President Obama"|[u'patience', u'people', u'deny']|5.462222222222222|5.319999999999999
252|Members of Congress from 40 states refuse to accept the science on #climate change. Call them out here: http:// OFA.BO/A38U69|['refuse', 'accept', 'science']|5.232727272727273|5.579999999999999
253|Hold your representatives in Congress accountable. Call out #climate change deniers in the House and Senate today: http:// OFA.BO/3j7EhL|[]|5.282500000000001|
254|Some members of Congress still won't listen to the scientific consensus on #climate change. Call these deniers out: http:// OFA.BO/3j7EhL|"[""won't"", 'scientific', 'consensus']"|5.32|5.406666666666666
255|While many in Congress continue to deny the science on #climate change, Alaska's Columbia Glacier continues to melt: http:// OFA.BO/2eVzRH|['deny', 'science']|5.354000000000001|5.15
256|Ninety-seven percent of scientists agree: #climate change is real, man-made and dangerous. Read more: http:// OFA.BO/gJsdFp|['scientists']|5.43|6.34
257|This week, #SecKerry meets with the Arctic Council to discuss climate change . Read his take on America's role: http:// OFA.BO/FzHf4Q|[]|5.5280000000000005|
258|Retweet to tell climate deniers in Congress: #YouWillNotBeTakenSeriouslyIf you keep ignoring the science on climate change .|['you', 'science']|5.6872727272727275|6.550000000000001
259|Retweet if you agree: It's time for Congress to stop denying the science on #climatechange .|['you', 'stop', 'denying', 'science']|5.188|5.1850000000000005
260|Tell climate deniers in Congress to stop ignoring the overwhelming science on climate change . http:// OFA.BO/EgU96n pic.twitter.com/9qZhbQlRPA|['stop', 'science']|5.437777777777779|5.38
261|RT if you agree: It's time to stop the denial on climate change . pic.twitter.com/Q6JarHmCF0|['you', 'stop', 'denial']|5.098000000000001|4.566666666666667
262|Tell Senate Republicans: We should invest in clean energy and combat climate change  not gut the progress we've made. http:// OFA.BO/jspT6i|[u'invest', u'clean', u'energy', u'combat', u'progress']|5.666153846153847|6.239999999999999
263|FACT: The Senate GOP would let polluters build power plants w/o limits on carbon pollution fueling climate change that threatens our planet.|[u'build', u'power', u'plants', u'limits', u'our']|5.558461538461539|6.016
264|Senate Republicans are planning budget amendments that would gut our ability to fight climate change and invest in clean energy. #OFAClimate|['planning', 'our', 'ability', 'fight', 'invest', 'clean']|5.456250000000001|5.8566666666666665
265|We will respond to the threat of climate change , knowing that the failure to do so would betray our children and future generations.|['will', 'threat', 'knowing', 'failure', 'betray', 'our', 'children', 'future']|5.142857142857143|4.952499999999999
266|""" Climate change is not a hoax. More droughts and wildfires are not a joke. They're a threat to your future."" President Obama"|[u'not', u'not', u'threat']|4.791666666666667|3.36
267|President Obama:  My plan will continue to reduce the carbon pollution that is heating our planet because climate change is not a hoax. |[u'plan', u'will', u'pollution', u'heating', u'our', u'not']|5.121176470588235|5.043333333333333
