|normal|withouturl|no_clean|url_clean
194|Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change. http:// ofa.bo/2biiBG4|Rhode Island just built America's first offshore wind farm, which will create clean energy and fight climate change. http://  |5.853333333333333|5.853333333333333
195|America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate pic.twitter.com/tGK9Uu5l0C|America's leadership in the fight against climate change pays off in more ways than one. #ActOnClimate  |5.136923076923077|5.136923076923077
196|We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. http:// ofa.bo/2bJF3Fb|We can't wait any longer to restore our Supreme Court to full capacity. Tell Senate leaders: It's time for a vote. http://  |5.18|5.18
197|The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one. pic.twitter.com/akIkPCcxUM|The Supreme Court isn't some partisan football to be kicked around. Senate leaders should stop treating it like one.  |5.174545454545455|5.174545454545455
198|Read why the Supreme Court needs nine justices, not shameless partisanship. http:// ofa.bo/2bAC2ZS|Read why the Supreme Court needs nine justices, not shameless partisanship. http://  |4.843999999999999|4.843999999999999
199|Get the facts. Cut through the noise with the @OFA Truth Team: http:// ofa.bo/2bc1Tnj pic.twitter.com/OlBqKSgLUZ|Get the facts. Cut through the noise with the @OFA Truth Team: http://    |5.003333333333333|5.003333333333333
200|"""We ve protected more than 265 million acres of public lands and waters.""  President Obama http:// ofa.bo/2bEPI3X"|"""We ve protected more than 265 million acres of public lands and waters.""  President Obama http://  "|5.795555555555556|5.708
201|In the weekly address, President Obama commemorates the 100th anniversary of the @NatlParkService . http:// ofa.bo/2bEPI3X|In the weekly address, President Obama commemorates the 100th anniversary of the @NatlParkService . http://  |5.3133333333333335|5.3133333333333335
202|Another record broken. http:// ofa.bo/2bDcaKE #ActOnClimate|Another record broken. http://   #ActOnClimate|5.78|5.78
203|Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http:// ofa.bo/2bsKGtH|Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://  |5.4399999999999995|5.4399999999999995
204|Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimate pic.twitter.com/s2yzyDqvNR|Climate change is not too big of a challenge to solve. We're making good headway. #ActOnClimate  |5.492727272727273|5.492727272727273
205| Each month just gives another data point that makes the evidence stronger that we re changing the climate.  http:// ofa.bo/2bqW74M| Each month just gives another data point that makes the evidence stronger that we re changing the climate.  http://  |5.551428571428572|5.561249999999999
206|Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate . pic.twitter.com/pXnbiNYFP9|Fifteen months in a row of record-breaking heat is a signal that can't be denied: We need to #ActOnClimate .  |4.975714285714287|4.975714285714287
207|Get the facts, not the fluff join the OFA Truth Team: http:// ofa.bo/2aZBnlq|Get the facts, not the fluff join the OFA Truth Team: http://  |4.7|5.004
208|Carry what you need while organizing for change. http:// ofa.bo/2bArnwZ pic.twitter.com/cVvj9b3Mnq|Carry what you need while organizing for change. http://    |5.244|5.244
209|New standards for heavy-duty trucks will cut 1.1 billion metric tons of carbon pollution through 2027. http:// ofa.bo/2boeEPh|New standards for heavy-duty trucks will cut 1.1 billion metric tons of carbon pollution through 2027. http://  |5.112727272727273|5.112727272727273
210|Call on Congress to #DisarmHate . Add your name to support common-sense gun legislation: http:// ofa.bo/2bo16n5|Call on Congress to #DisarmHate . Add your name to support common-sense gun legislation: http://  |5.160000000000001|5.160000000000001
211|We shouldn't accept this as normal. #DisarmHate pic.twitter.com/tqmaTawXXX|We shouldn't accept this as normal. #DisarmHate  |5.135|5.135
212|Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate . pic.twitter.com/0kbF22nnm4|Doing nothing won't stop our country's gun violence epidemic. Congress must act to #DisarmHate .  |4.392|4.392
213|We re taking important steps to help guarantee the basic security of paid family leave. http:// ofa.bo/2bbSEpH #LeadOnLeave|We re taking important steps to help guarantee the basic security of paid family leave. http://   #LeadOnLeave|5.915|5.835384615384614
214|Senate leaders must stop obstructing our Supreme Court. Take a stand and show your support. http:// ofa.bo/2bkIYKH #DoYourJob|Senate leaders must stop obstructing our Supreme Court. Take a stand and show your support. http://   #DoYourJob|5.397777777777779|5.397777777777779
215|Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob pic.twitter.com/xrkYcRsLNw|Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob  |5.5520000000000005|5.5520000000000005
216|Today, thousands of young DREAMers are able to fully contribute to our communities and our economy. pic.twitter.com/szjWDVYm9X|Today, thousands of young DREAMers are able to fully contribute to our communities and our economy.  |5.816923076923076|5.816923076923076
217|Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: http:// ofa.bo/2aOCXX3 #DoYourJob|Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: http://   #DoYourJob|5.670909090909091|5.670909090909091
218|It s not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote. pic.twitter.com/ysc4UvluR0|It s not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote.  |5.447272727272727|5.413333333333334
219|Editorial boards around the country agree: Our judicial system is too important to be used as a political football. http:// ofa.bo/2aUto4q|Editorial boards around the country agree: Our judicial system is too important to be used as a political football. http://  |5.260000000000001|5.260000000000001
220|"""There's no doubt that America has become a global leader in the fight against climate change.""  President Obama http:// ofa.bo/2bdVxaK"|"""There's no doubt that America has become a global leader in the fight against climate change.""  President Obama http://  "|4.804615384615385|4.804615384615385
221|In the weekly address, President Obama discusses progress made in combating climate change and what's left to do. http:// ofa.bo/2bdVxaK|In the weekly address, President Obama discusses progress made in combating climate change and what's left to do. http://  |5.4688888888888885|5.454545454545454
222|Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob pic.twitter.com/EpPURJ3Dwa|Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob  |5.75|5.75
223|The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate pic.twitter.com/Kw09SczeRv|The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate  |5.999999999999999|5.999999999999999
224|Not long ago, women could be charged more for health insurance for being women. There's more to do: http:// ofa.bo/2bbL4wx #StandWithWomen|Not long ago, women could be charged more for health insurance for being women. There's more to do: http://   #StandWithWomen|5.803636363636363|5.7153846153846155
225|Equality isn't a zero-sum game. pic.twitter.com/Gj2V95WzPO|Equality isn't a zero-sum game.  |4.85|4.85
226|Five months is long enough. It's time for a fair hearing and an up-or-down vote. pic.twitter.com/PyMjLh8UJ8|Five months is long enough. It's time for a fair hearing and an up-or-down vote.  |5.412000000000001|5.412000000000001
227|Senate leaders continue to obstruct a full Supreme Court and it must stop add your name if you agree: http:// ofa.bo/2b9zJNr #DoYourJob|Senate leaders continue to obstruct a full Supreme Court and it must stop add your name if you agree: http://   #DoYourJob|5.448333333333333|5.369999999999998
228|Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: http:// ofa.bo/2aKonLZ|Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: http://  |5.305714285714286|5.305714285714286
229|20 million more insured 15 million new jobs A global climate agreement Let's keep it going: http:// ofa.bo/2b1PiW6|20 million more insured 15 million new jobs A global climate agreement Let's keep it going: http://  |6.314|6.314
230|Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: http:// ofa.bo/2b1I5oR|Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: http://  |5.084444444444445|5.084444444444445
231|Being cynical is easy. It's having hope in the face of adversity that's hard but essential. pic.twitter.com/60rtFlFjWp|Being cynical is easy. It's having hope in the face of adversity that's hard but essential.  |5.645|5.35
232|Grab one of these for all your progressive organizing travels. http:// ofa.bo/2b6Wr8X pic.twitter.com/UlT5Wszne5|Grab one of these for all your progressive organizing travels. http://    |5.577142857142857|5.577142857142857
233|Don't let the cynics win. Keep pushing for change with @OFA . http:// ofa.bo/2aBnl9u|Don't let the cynics win. Keep pushing for change with @OFA . http://  |5.166666666666666|5.166666666666666
234|We've accomplished so much as a movement and it's thanks to the power of organizing. pic.twitter.com/9VIhARMNvL|We've accomplished so much as a movement and it's thanks to the power of organizing.  |5.678181818181819|5.663076923076924
235|Judge Garland has now waited 146 days. That's shameful and irresponsible. #DoYourJob pic.twitter.com/JaP7YUQyOV|Judge Garland has now waited 146 days. That's shameful and irresponsible. #DoYourJob  |5.133333333333334|5.155
236|Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented and unacceptable: http:// ofa.bo/2b4cPXL #DoYourJob|Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedented and unacceptable: http://   #DoYourJob|5.574999999999999|5.504
237|Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. http:// ofa.bo/2axXIq3|Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. http://  |5.423333333333335|5.423333333333335
238|President Obama has done more to improve energy efficiency than any previous U.S. leader. http:// ofa.bo/2b1FGfp #ActOnClimate|President Obama has done more to improve energy efficiency than any previous U.S. leader. http://   #ActOnClimate|5.803|5.803
239|Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate . pic.twitter.com/EbM6XUrDRW|Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate .  |5.696000000000001|5.696000000000001
240|Show your support for bold action to fight climate change. http:// ofa.bo/2b1kV3k #ActOnClimate|Show your support for bold action to fight climate change. http://   #ActOnClimate|5.297499999999999|5.297499999999999
241|Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate pic.twitter.com/znuajZ6CmE|Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate  |5.220000000000001|5.220000000000001
242|These extreme records aren't a fluke climate change is largely caused by human activity. http:// ofa.bo/2azFXCj #ActOnClimate|These extreme records aren't a fluke climate change is largely caused by human activity. http://   #ActOnClimate|5.298|5.343636363636363
243|"""Team USA reminds the world why America always sets the gold standard.""  President Obama http:// ofa.bo/2auHwRO"|"""Team USA reminds the world why America always sets the gold standard.""  President Obama http://  "|5.7475000000000005|5.7475000000000005
244|President Obama reflects on his experience as a feminist and his hopes to continue building toward gender equality. http:// ofa.bo/2aB6Lrl|President Obama reflects on his experience as a feminist and his hopes to continue building toward gender equality. http://  |5.746153846153845|5.708571428571429
245|Today's jobs report underscores what we know to be true: America's economy is the strongest in the world. pic.twitter.com/iXJjuWeOB6|Today's jobs report underscores what we know to be true: America's economy is the strongest in the world.  |5.336666666666667|5.336666666666667
246|This is a good thing for American workers and businesses but there's more work to do. pic.twitter.com/QGb6k0pwPr|This is a good thing for American workers and businesses but there's more work to do.  |5.556363636363637|5.461538461538463
247|Our economy is continuing its comeback. Let's keep up the progress. pic.twitter.com/qUPGBzkqQ5|Our economy is continuing its comeback. Let's keep up the progress.  |5.322857142857141|5.322857142857141
248|The economy added 255,000 jobs in July a record-breaking 77 months of private-sector job growth.|The economy added 255,000 jobs in July a record-breaking 77 months of private-sector job growth.|5.434285714285714|5.409999999999999
249|It s President Obama s last birthday in office d on t forget to sign  the card. http:// ofa.bo/2ayv2hY|It s President Obama s last birthday in office d on t forget to sign  the card. http://  |5.1466666666666665|5.090769230769231
250|Keep that smile going strong. Wish President Obama a happy 55th birthday today: http:// ofa.bo/2aycNcd pic.twitter.com/G2qXz14MS1|Keep that smile going strong. Wish President Obama a happy 55th birthday today: http://    |6.63|6.63
251|Make President Obama's last birthday in office extra special. Sign the card: http:// ofa.bo/2aTo9WO #TBT pic.twitter.com/eEqqEJ114i|Make President Obama's last birthday in office extra special. Sign the card: http://   #TBT  |5.6066666666666665|5.6066666666666665
252|The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate . pic.twitter.com/UBXPe98NUF|The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate .  |5.1036363636363635|5.1036363636363635
253|One last birthday as Organizer-in-Chief. Help make it a good one sign the card now: http:// ofa.bo/2axr4Gg pic.twitter.com/5CDfypnatQ|One last birthday as Organizer-in-Chief. Help make it a good one sign the card now: http://    |5.655555555555556|5.632727272727274
254|Birthday game: stronger. Wish President Obama a happy 55th. http:// ofa.bo/2aV0WSg pic.twitter.com/fs6mKxiGAf|Birthday game: stronger. Wish President Obama a happy 55th. http://    |6.7700000000000005|6.7700000000000005
255|From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate . pic.twitter.com/aBMaZdrgGB|From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate .  |5.010000000000001|5.010000000000001
256|Don't sleep on this the President's birthday is tomorrow. Sign the card now: http:// ofa.bo/2aJj9lT pic.twitter.com/gnVYxrg3Xx|Don't sleep on this the President's birthday is tomorrow. Sign the card now: http://    |6.0633333333333335|5.8025
257|Today is the one-year anniversary of the Clean Power Plan show your support in the fight to #ActOnClimate . http:// ofa.bo/2av5KRJ|Today is the one-year anniversary of the Clean Power Plan show your support in the fight to #ActOnClimate . http://  |5.170000000000001|5.252307692307692
258|The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimate pic.twitter.com/UDp2Ti5ji1|The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimate  |5.086000000000001|5.086000000000001
259|Show President Obama some love on his 55th birthday sign the birthday card. http:// ofa.bo/2almPI6 pic.twitter.com/Bxl1FsOVFd|Show President Obama some love on his 55th birthday sign the birthday card. http://    |6.22|6.345000000000001
260|Step 1: Sign President Obama's birthday card. Step 2: Celebrate. http:// ofa.bo/2asC8nW pic.twitter.com/9tW6bxDIiT|Step 1: Sign President Obama's birthday card. Step 2: Celebrate. http://    |7.78|7.78
261|Senate leaders are weakening our highest court by refusing to vote on Judge Garland. http:// ofa.bo/2ajlr8N #DoYourJob|Senate leaders are weakening our highest court by refusing to vote on Judge Garland. http://   #DoYourJob|5.446666666666666|5.446666666666666
262|It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob pic.twitter.com/IX6RxQ300I|It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob  |5.0636363636363635|5.0636363636363635
263|Supreme Court seats: 9 Current number of Justices: 8 Number of hearings/votes on President Obama's nominee: 0 http:// ofa.bo/2aPJMW1|Supreme Court seats: 9 Current number of Justices: 8 Number of hearings/votes on President Obama's nominee: 0 http://  |5.185|5.185
264|44 is turning 55. Celebrate sign the card. http:// ofa.bo/2arQcOz|44 is turning 55. Celebrate sign the card. http://  |5.16|5.285
265|Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. http:// ofa.bo/2aDY78a #DoYourJob|Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. http://   #DoYourJob|5.519999999999999|5.519999999999999
266|The Supreme Court still needs a ninth justice, but Senate leaders are still refusing to do their jobs. #DoYourJob pic.twitter.com/HmgNHkz7e8|The Supreme Court still needs a ninth justice, but Senate leaders are still refusing to do their jobs. #DoYourJob  |5.169090909090909|5.169090909090909
267|55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. http:// ofa.bo/2aM22Qh pic.twitter.com/43jKdxP6Ys|55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. http://    |6.127500000000001|6.127500000000001
268|Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. http:// ofa.bo/2aoWONT pic.twitter.com/SDHeeVPnlR|Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. http://    |5.113333333333334|5.113333333333334
269|"""We all have to do our job. The President has done his. Senate Republicans must do theirs.""   @VP Biden http:// ofa.bo/2akk9jJ #DoYourJob"|"""We all have to do our job. The President has done his. Senate Republicans must do theirs.""   @VP Biden http://   #DoYourJob"|5.684444444444444|5.684444444444444
270|Sign the card and wish President Obama a happy birthday. http:// ofa.bo/2azUsdv pic.twitter.com/0dkapeIOjR|Sign the card and wish President Obama a happy birthday. http://    |6.063333333333333|6.063333333333333
271|In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy. http:// ofa.bo/2akk9jJ|In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy. http://  |5.223333333333334|5.223333333333334
272|Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland. pic.twitter.com/xiGIdD2Ask|Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland.  |5.168571428571428|5.168571428571428
273|Add your name if you think the Supreme Court is no place for partisan political games: http:// ofa.bo/2auVlDO #DoYourJob|Add your name if you think the Supreme Court is no place for partisan political games: http://   #DoYourJob|5.18|5.18
274|It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end. pic.twitter.com/0P8jRkYUCq|It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end.  |5.220000000000001|5.220000000000001
275|Help President Obama celebrate his 55th birthday by signing @OFA 's card today: http:// ofa.bo/2aDOcz5 pic.twitter.com/RZuTbsfesr|Help President Obama celebrate his 55th birthday by signing @OFA 's card today: http://    |6.142857142857143|6.142857142857143
276|Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http:// ofa.bo/2afsLYI|Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: http://  |5.4399999999999995|5.4399999999999995
277|Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate . http:// ofa.bo/2au2V07|Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate . http://  |5.645454545454546|5.645454545454546
278|Fighting for progress never goes out of style. Get your @OFA Classic Tee: http:// ofa.bo/2aqxWDx pic.twitter.com/UsSmzlKW4z|Fighting for progress never goes out of style. Get your @OFA Classic Tee: http://    |5.177142857142857|5.177142857142857
279|It's time to offer serious solutions on how to build on #Obamacare 's progress not take it away. pic.twitter.com/rw69A5Jybh|It's time to offer serious solutions on how to build on #Obamacare 's progress not take it away.  |5.426153846153847|5.444000000000001
280|We've made a lot of progress, but there's still more work to do. pic.twitter.com/CjniZ7ZTTn|We've made a lot of progress, but there's still more work to do.  |5.300000000000002|5.300000000000002
281|Thanks to #Obamacare , millions of Americans have gained the coverage they need. Say you're proud. http:// ofa.bo/2aqDjBj|Thanks to #Obamacare , millions of Americans have gained the coverage they need. Say you're proud. http://  |5.666666666666666|5.666666666666666
282|Six years later, and Republican leaders still have no credible #Obamacare alternative. pic.twitter.com/Y6yMqo4bEe|Six years later, and Republican leaders still have no credible #Obamacare alternative.  |5.136666666666667|5.136666666666667
283|It's the mark of the movement wear it proud. Get yours today: http:// ofa.bo/2auZdmy pic.twitter.com/WkXpfoMdMm|It's the mark of the movement wear it proud. Get yours today: http://    |5.273333333333333|5.44
284|Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable. pic.twitter.com/So0px3M6pr|Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable.  |5.708181818181818|5.708181818181818
285|Let's be clear: #Obamacare is working and helping millions of Americans. pic.twitter.com/OVZqdsjkOn|Let's be clear: #Obamacare is working and helping millions of Americans.  |5.859999999999999|5.859999999999999
286|97 percent of climate scientists agree climate change is real and man-made. Stand up for bold action: http:// ofa.bo/2a8V4rM #ActOnClimate|97 percent of climate scientists agree climate change is real and man-made. Stand up for bold action: http://   #ActOnClimate|5.652727272727272|5.744615384615385
287|It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate pic.twitter.com/OeUW6YqvLc|It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate  |5.106666666666667|5.106666666666667
288|Add your name if you think we need common-sense legislation to prevent gun violence. http:// ofa.bo/2a6PwhE #DisarmHate|Add your name if you think we need common-sense legislation to prevent gun violence. http://   #DisarmHate|5.174545454545454|5.174545454545454
289|Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate pic.twitter.com/n46r7RDnQI|Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate  |5.1|5.1
290|Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. http:// ofa.bo/2a6q4IP|Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. http://  |5.342857142857143|5.342857142857143
291|Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob pic.twitter.com/H5EWm5gQug|Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob  |5.6971428571428575|5.6971428571428575
292|The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet we need to #RaiseTheWage .|The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meet we need to #RaiseTheWage .|5.062857142857143|5.2275
293|"""Our economy is stronger today than it was before the crisis.""  President Obama http:// ofa.bo/2a8qop4"|"""Our economy is stronger today than it was before the crisis.""  President Obama http://  "|5.260000000000001|5.260000000000001
294|In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform. http:// ofa.bo/2a8qop4|In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform. http://  |5.58|5.58
295|Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: http:// ofa.bo/2aek4uj|Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: http://  |5.342857142857143|5.342857142857143
296|A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob pic.twitter.com/dFjboU0TYX|A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob  |5.5825|5.5825
297|Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more: http:// ofa.bo/2a2SyBT|Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more: http://  |5.766250000000001|5.766250000000001
298|Our economy is making real progress. pic.twitter.com/xBgqyYEoG0|Our economy is making real progress.  |5.645|5.645
299|By almost every economic measure, our economy is better off than it was eight years ago. pic.twitter.com/iWSkzgSIkG|By almost every economic measure, our economy is better off than it was eight years ago.  |5.176923076923076|5.176923076923076
300|America s businesses have created more than 14 million new private-sector jobs over 76 straight months. pic.twitter.com/e4a5X2bv0j|America s businesses have created more than 14 million new private-sector jobs over 76 straight months.  |5.99|5.903636363636363
301|For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now. http:// ofa.bo/29VhPcv|For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now. http://  |5.116923076923077|5.116923076923077
302|Make your voice heard: The Senate must fill the vacancy on the Supreme Court. http:// ofa.bo/b6Ix #DoYourJob|Make your voice heard: The Senate must fill the vacancy on the Supreme Court. http://   #DoYourJob|5.342857142857143|5.342857142857143
303|Today marks 125 days since Judge Garland's nomination the longest time in history from nomination to confirmation. pic.twitter.com/9qff6NdrmR|Today marks 125 days since Judge Garland's nomination the longest time in history from nomination to confirmation.  |5.5|5.5133333333333345
304|Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: http:// ofa.bo/ugu|Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: http://  |5.398181818181819|5.398181818181819
305|The majority of Americans believe Judge Garland should get a fair hearing add your name if you agree. http:// ofa.bo/vj3 #DoYourJob|The majority of Americans believe Judge Garland should get a fair hearing add your name if you agree. http://   #DoYourJob|5.740000000000001|5.758461538461538
306|Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: http:// ofa.bo/jAPj #DoYourJob|Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: http://   #DoYourJob|5.234545454545455|5.234545454545455
307|Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. http:// ofa.bo/z0ir|Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. http://  |4.891428571428571|4.891428571428571
308|Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception. http:// ofa.bo/jAPb|Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception. http://  |4.984999999999999|4.984999999999999
309|Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC : http:// ofa.bo/b6IY|Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC : http://  |5.488888888888889|5.488888888888889
310|Stay in touch with the latest news join the @OFA Truth Team: http:// ofa.bo/b6IX pic.twitter.com/4JlimjSOUx|Stay in touch with the latest news join the @OFA Truth Team: http://    |5.6066666666666665|5.682499999999999
311|Check out @VP Biden on the Supreme Court vacancy and Senate Republicans  continued obstruction. http:// ofa.bo/iATs #DoYourJob|Check out @VP Biden on the Supreme Court vacancy and Senate Republicans  continued obstruction. http://   #DoYourJob|5.116|5.116
312|Watch President Obama deliver remarks at the #DallasMemorial service yesterday. http://www. snappytv.com/tc/2352062|Watch President Obama deliver remarks at the #DallasMemorial service yesterday.  .  |5.4|5.4
313|President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. http:// ofa.bo/c6Bk|President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. http://  |4.961666666666666|4.961666666666666
314|At 1:40 p.m. ET, President Obama will be speaking at a memorial service for the fallen police officers in Dallas. http:// ofa.bo/b6HH|At 1:40 p.m. ET, President Obama will be speaking at a memorial service for the fallen police officers in Dallas. http://  |5.189230769230769|5.189230769230769
315|Happy Fourth of July. pic.twitter.com/AQHiti7Yye|Happy Fourth of July.  |4.94|4.94
316|"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel.""  President Obama"|"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel.""  President Obama"|5.934999999999998|5.934999999999998
317|Watch President Obama share a #FourthOfJuly message in the weekly address. http:// ofa.bo/gALg|Watch President Obama share a #FourthOfJuly message in the weekly address. http://  |5.646666666666667|5.646666666666667
318|Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them? http:// ofa.bo/hATh|Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them? http://  |5.614999999999999|5.614999999999999
319|Nationwide, editorial boards agree that Senate leaders should get to work and hold a fair hearing for Judge Garland. http:// ofa.bo/ydZ|Nationwide, editorial boards agree that Senate leaders should get to work and hold a fair hearing for Judge Garland. http://  |5.572000000000001|5.572000000000001
320|Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.|Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.|5.381666666666667|5.381666666666667
321|Congrats to Chicago and all those who fought to #RaiseTheWage . Boosting paychecks for hard-working Americans is the right thing to do.|Congrats to Chicago and all those who fought to #RaiseTheWage . Boosting paychecks for hard-working Americans is the right thing to do.|5.152307692307692|5.152307692307692
322|Don't let the facts get drowned out. Join the OFA Truth Team today: http:// ofa.bo/jAII pic.twitter.com/SN8HUXw2H4|Don't let the facts get drowned out. Join the OFA Truth Team today: http://    |4.913333333333333|4.913333333333333
323|Since #Obamacare passed, health care spending has been slowing and the uninsured rate is down to an all-time low. http:// ofa.bo/xbU|Since #Obamacare passed, health care spending has been slowing and the uninsured rate is down to an all-time low. http://  |5.300000000000001|5.293333333333334
324|Quick you're running out of time to chip in before the fundraising deadline. http:// ofa.bo/gALD pic.twitter.com/JM9WbRIBFZ|Quick you're running out of time to chip in before the fundraising deadline. http://    |5.220000000000001|5.228
325|We can do more than thoughts, prayers, and moments of silence. Add your voice to call on Congress to #DisarmHate . http:// ofa.bo/d674|We can do more than thoughts, prayers, and moments of silence. Add your voice to call on Congress to #DisarmHate . http://  |5.4799999999999995|5.4799999999999995
326|Stretch it out and get ready the fundraising deadline is tonight. http:// ofa.bo/gAL8 pic.twitter.com/rwNuTtdgKA|Stretch it out and get ready the fundraising deadline is tonight. http://    |4.9366666666666665|5.1475
