|normal|withouturl|no_clean|url_clean
0|In the weekly address, President Obama discusses what #Obamacare has done to improve health care. http:// ofa.bo/2ebbyAo|In the weekly address, President Obama discusses what #Obamacare has done to improve health care. http://  |5.68|5.68
1|Let's keep working to keep our economy on a better, stronger course. pic.twitter.com/bV2BVjyj7a|Let's keep working to keep our economy on a better, stronger course.  |5.626666666666667|5.626666666666667
2|The landmark #ParisAgreement enters into force today we must keep up the momentum to #ActOnClimate . http:// ofa.bo/2fn8oHC|The landmark #ParisAgreement enters into force today we must keep up the momentum to #ActOnClimate . http://  |5.331111111111111|5.507272727272727
3|The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. http:// ofa.bo/2e8XF5N #JobsReport|The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. http://   #JobsReport|5.3883333333333345|5.3883333333333345
4|There are a lot of plans out there. Check your options and lock in the one that's best for you: http:// ofa.bo/2eZtYDp #GetCovered|There are a lot of plans out there. Check your options and lock in the one that's best for you: http://   #GetCovered|5.446250000000001|5.446250000000001
5|The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: http:// ofa.bo/2feEipF|The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: http://  |5.503333333333334|5.503333333333334
6|Tens of millions of Americans have benefited from #Obamacare . Make sure you're one of them. #GetCovered pic.twitter.com/e1KoXcPtpU|Tens of millions of Americans have benefited from #Obamacare . Make sure you're one of them. #GetCovered  |5.566666666666666|5.566666666666666
7|Thanks to #Obamacare , quality health care is available to everyone. The marketplace is now open make sure you and your family #GetCovered . pic.twitter.com/0DDAhckcDW|Thanks to #Obamacare , quality health care is available to everyone. The marketplace is now open make sure you and your family #GetCovered .  |6.061428571428571|6.06
8|Community organizing never goes out of style. Shop now: http:// ofa.bo/2feFszZ pic.twitter.com/E56ofoU36i|Community organizing never goes out of style. Shop now: http://    |4.54|4.54
9|With #Obamacare , people can focus on treatment for pre-existing conditions without the fear of coverage being capped or denied. #GetCovered pic.twitter.com/QqCs6K3y2v|With #Obamacare , people can focus on treatment for pre-existing conditions without the fear of coverage being capped or denied. #GetCovered  |5.010000000000001|5.010000000000001
10|The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered . http:// ofa.bo/2f9F877 pic.twitter.com/uiA1EGZylU|The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered . http://    |5.518461538461538|5.518461538461538
11|Lions and Tiggers and bears! Oh my! #HappyHalloween pic.twitter.com/iU4fjBhi0Y|Lions and Tiggers and bears! Oh my! #HappyHalloween  |5.22|5.22
12|Usted y su familia merecen la tranquilidad de saber que est n cubiertos. El mercado de seguros abre ma ana. pic.twitter.com/9iRCkLRGZD|Usted y su familia merecen la tranquilidad de saber que est n cubiertos. El mercado de seguros abre ma ana.  |4.785714285714286|4.9239999999999995
13|Speak up in support of quality, affordable health care for all. http:// ofa.bo/2f5XyoV|Speak up in support of quality, affordable health care for all. http://  |6.014285714285714|6.014285714285714
14|There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less than $75 a month. pic.twitter.com/YixI8RXOdq|There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less than $75 a month.  |5.076470588235294|5.076470588235294
15|Open enrollment begins tomorrow make sure you and your loved ones #GetCovered . pic.twitter.com/2aak7Bt0s3|Open enrollment begins tomorrow make sure you and your loved ones #GetCovered .  |6.062857142857142|6.068888888888889
16|Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: http:// ofa.bo/2dP8GJo #DoYourJob|Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: http://   #DoYourJob|5.568|5.568
17|Senate leaders should put the common good above politics the integrity of our nation's highest court depends on it. #DoYourJob pic.twitter.com/Ie5vbg4f5D|Senate leaders should put the common good above politics the integrity of our nation's highest court depends on it. #DoYourJob  |5.585333333333334|5.483529411764707
18|Don't ghost on your health and well-being your chance to #GetCovered is coming up. Open enrollment starts November 1. pic.twitter.com/J86AESUreZ|Don't ghost on your health and well-being your chance to #GetCovered is coming up. Open enrollment starts November 1.  |5.563999999999999|5.5672727272727265
19|Climate change is happening now. Denial is dangerous. http:// ofa.bo/2efZv0y|Climate change is happening now. Denial is dangerous. http://  |5.409999999999999|5.409999999999999
20|If you're willing to work hard and play by the rules, you should be able to get ahead. pic.twitter.com/394hdJttgO|If you're willing to work hard and play by the rules, you should be able to get ahead.  |5.538666666666668|5.538666666666668
21|President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans. http://www. snappytv.com/tc/3055958|President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans.  .  |5.448571428571428|5.448571428571428
22|New report: Renewable energy installations are beating fossil fuel installations for the first time. http:// ofa.bo/2eUzF3x #ActOnClimate|New report: Renewable energy installations are beating fossil fuel installations for the first time. http://   #ActOnClimate|5.337142857142857|5.337142857142857
23|Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: http:// ofa.bo/2dLT09T|Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: http://  |5.901538461538461|5.901538461538461
24|This is what happens when we focus on building an economy that works for everyone, not just those at the top. http:// ofa.bo/2f890nF|This is what happens when we focus on building an economy that works for everyone, not just those at the top. http://  |5.192222222222224|5.192222222222224
25|No one's too wrapped up in pre-existing conditions to #GetCovered . Thanks to Obamacare, you can find a plan that meets your needs. pic.twitter.com/ZLKWSvHNk8|No one's too wrapped up in pre-existing conditions to #GetCovered . Thanks to Obamacare, you can find a plan that meets your needs.  |5.5325|5.5325
26|Help protect the progress we've made in helping millions of Americans get covered. Add your name now: http:// ofa.bo/2dIKiZL|Help protect the progress we've made in helping millions of Americans get covered. Add your name now: http://  |6.063333333333333|6.063333333333333
27|DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered pic.twitter.com/9RGG5Pr4mb|DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered  |5.430909090909092|5.430909090909092
28|Women, the sick, survivors they all deserve fair treatment in our health care system. #Obamacare pic.twitter.com/G948HN7pzV|Women, the sick, survivors they all deserve fair treatment in our health care system. #Obamacare  |6.046666666666667|6.0636363636363635
29|Don't get tripped up by misinformation. Join the @OFA Truth Team today: http:// ofa.bo/2e7FVDZ pic.twitter.com/vwwDgFHq6A|Don't get tripped up by misinformation. Join the @OFA Truth Team today: http://    |5.505|5.505
30|Be proud of the progress we've made together wear the mark of this movement. http:// ofa.bo/2eFUY9Z pic.twitter.com/1Z4yJmYh4E|Be proud of the progress we've made together wear the mark of this movement. http://    |5.654000000000001|5.773333333333333
31|Strong policies that help working families get ahead are good for our economy. pic.twitter.com/QRRhibjZCl|Strong policies that help working families get ahead are good for our economy.  |5.8999999999999995|5.8999999999999995
32|The four-week average of jobless claims fell to the lowest level since 1973 a sign of a healthy labor market. http:// ofa.bo/2eoEgwE|The four-week average of jobless claims fell to the lowest level since 1973 a sign of a healthy labor market. http://  |5.011428571428572|5.026666666666667
33|Since 2010, America's uninsured rate has been cut in half. Help build on that progress join Team #Obamacare today: http:// ofa.bo/2e4wfdd|Since 2010, America's uninsured rate has been cut in half. Help build on that progress join Team #Obamacare today: http://  |5.1499999999999995|5.467999999999999
34|Health care is a right, not a privilege and #Obamacare works to protect that right for millions of Americans. pic.twitter.com/B7fO8rhggW|Health care is a right, not a privilege and #Obamacare works to protect that right for millions of Americans.  |5.564615384615384|5.6160000000000005
35|Don't get tripped up by misinformation. Join the @OFA Truth Team today: http:// ofa.bo/2ePMlfI pic.twitter.com/Nxgp87o4iq|Don't get tripped up by misinformation. Join the @OFA Truth Team today: http://    |5.505|5.505
36|Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the security of health care. pic.twitter.com/s87tsEpUv1|Being able to stay on a parent's plan enables millions of young adults to make choices about their future with the security of health care.  |5.818095238095237|5.818095238095237
37|"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance."" http://www. snappytv.com/tc/3055928"|"""Because of Obamacare, another 20 million Americans now know the financial security of health insurance.""  .  "|5.818|5.818
38|Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today: http:// ofa.bo/2enxsPd|Stand up for the law that's helped 20 million more Americans gain health coverage. Join Team @Obamacare today: http://  |6.104000000000001|6.104000000000001
39|There's still more work to do, but let's celebrate how far we've come. pic.twitter.com/kUVWn68kJw|There's still more work to do, but let's celebrate how far we've come.  |5.396|5.396
40|LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. http:// ofa.bo/2ekISnP|LIVE: President Obama is in Miami talking about the progress made possible by the Affordable Care Act. http://  |5.67|5.67
41|Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act. http:// ofa.bo/2ekISnP|Tune in at 1:55 p.m. ET to watch President Obama speak about the successes of the Affordable Care Act. http://  |5.2266666666666675|5.2266666666666675
42|There's a lot of misinformation floating around. Make sure you've got the facts join the @OFA Truth Team: http:// ofa.bo/2e4u2Qt pic.twitter.com/TJRao05cIe|There's a lot of misinformation floating around. Make sure you've got the facts join the @OFA Truth Team: http://    |5.473333333333334|5.594545454545455
43|From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look: http:// ofa.bo/2dP12dX #DoYourJob|From coast to coast, editorial boards are denouncing Senate obstructionism. Take a look: http://   #DoYourJob|5.390000000000001|5.390000000000001
44|Our Supreme Court has been short a justice for far too long. #DoYourJob , Senate leaders. http:// ofa.bo/2e1Kwce|Our Supreme Court has been short a justice for far too long. #DoYourJob , Senate leaders. http://  |5.1850000000000005|5.1850000000000005
45|The need for a ninth justice is undeniably clear. #DoYourJob pic.twitter.com/L1EBgNbh3Q|The need for a ninth justice is undeniably clear. #DoYourJob  |5.3999999999999995|5.3999999999999995
46|We can't afford to let this be the new normal. http:// ofa.bo/2dZi76F #ActOnClimate|We can't afford to let this be the new normal. http://   #ActOnClimate|5.31|5.31
47|Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: http:// ofa.bo/2e3fRg6 #ActOnClimate|Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: http://   #ActOnClimate|5.660000000000001|5.660000000000001
48|Climate change is real, but so is the progress we're making to #ActOnClimate . Let's keep it up. pic.twitter.com/GOFKXQblGJ|Climate change is real, but so is the progress we're making to #ActOnClimate . Let's keep it up.  |5.423333333333333|5.423333333333333
49|This is just the latest step forward in the push to #ActOnClimate . http:// ofa.bo/2eBOxHu|This is just the latest step forward in the push to #ActOnClimate . http://  |5.33|5.33
50|Read why @FLOTUS is fighting to ensure that girls everywhere have access to quality education. http:// ofa.bo/2ezmhFx #LetGirlsLearn|Read why @FLOTUS is fighting to ensure that girls everywhere have access to quality education. http://   #LetGirlsLearn|5.453333333333333|5.453333333333333
51|"Wildfires in the next few decades could be ""unrecognizable"" to previous generations because of climate change: http:// ofa.bo/2dWNyOS"|"Wildfires in the next few decades could be ""unrecognizable"" to previous generations because of climate change: http://  "|5.203636363636364|5.28
52|Senate leaders are blocking the Supreme Court nomination for their own political gain don't be silent: http:// ofa.bo/2dJghVG #DoYourJob|Senate leaders are blocking the Supreme Court nomination for their own political gain don't be silent: http://   #DoYourJob|5.393333333333333|5.33090909090909
53|Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and an up-or-down vote. pic.twitter.com/oduFmNGDgO|Senate leaders have recognized Judge Garland's impeccable credentials in the past. He deserves a fair hearing and an up-or-down vote.  |5.656363636363636|5.656363636363636
54|We need a fully functional Supreme Court. Editorial boards across the country agree: http:// ofa.bo/2dCG7KU #DoYourJob|We need a fully functional Supreme Court. Editorial boards across the country agree: http://   #DoYourJob|5.5024999999999995|5.5024999999999995
55|The American Bar Association gave Judge Garland its highest rating. Senate leaders: #DoYourJob and fill the #SCOTUS vacancy. pic.twitter.com/4yseqnOBX4|The American Bar Association gave Judge Garland its highest rating. Senate leaders: #DoYourJob and fill the #SCOTUS vacancy.  |5.653333333333333|5.653333333333333
56|Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: http:// ofa.bo/2dZNTRx #ActOnClimate|Denying climate change is dangerous. Join @OFA supporters in standing up for bold action now: http://   #ActOnClimate|5.660000000000001|5.660000000000001
57|Cynics, take note: When we #ActOnClimate , we build a stronger future. pic.twitter.com/wHHMdo2ro6|Cynics, take note: When we #ActOnClimate , we build a stronger future.  |6.086666666666666|6.086666666666666
58|"""That s how we will overcome the challenges we face: by unleashing the power of all of us for all of us."" Read more: http:// ofa.bo/2dNlZZy"|"""That s how we will overcome the challenges we face: by unleashing the power of all of us for all of us."" Read more: http://  "|5.652941176470589|5.61888888888889
59|Check out the most recent editorial boards calling on Senate leaders to vote on Judge Garland: http:// ofa.bo/2dNKl4h #DoYourJob|Check out the most recent editorial boards calling on Senate leaders to vote on Judge Garland: http://   #DoYourJob|5.451666666666667|5.451666666666667
60|Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable. #DoYourJob pic.twitter.com/5HFXhgTMoP|Senate leaders have undercut the functionality of the Supreme Court, and that's unacceptable. #DoYourJob  |5.3|5.3
61|Senate leaders' political games are handicapping the Supreme Court and judgeships across the country. http:// ofa.bo/2dVVHno #DoYourJob|Senate leaders' political games are handicapping the Supreme Court and judgeships across the country. http://   #DoYourJob|5.250000000000001|5.2457142857142856
62|LIVE: President Obama is speaking at a reception celebrating #HispanicHeritageMonth . http:// ofa.bo/2egOvVm|LIVE: President Obama is speaking at a reception celebrating #HispanicHeritageMonth . http://  |5.9433333333333325|5.9433333333333325
63|Support the bold steps we're taking against climate change. Say you're ready to #ActOnClimate : http:// ofa.bo/2dcUwww|Support the bold steps we're taking against climate change. Say you're ready to #ActOnClimate : http://  |5.289999999999999|5.289999999999999
64|Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. http:// ofa.bo/2dcG2Nb #ActOnClimate|Last week, more than 190 countries reached a landmark deal to reduce carbon pollution from aviation. http://   #ActOnClimate|5.155|5.155
65|Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate pic.twitter.com/mP29bpRdU9|Let's leave our children and grandchildren a planet that's healthier than the one we have today. #ActOnClimate  |5.747692307692308|5.747692307692308
66|Climate change's effects are devastating. Denying the science behind it does nothing to help. http:// ofa.bo/2d7ppaq #ActOnClimate|Climate change's effects are devastating. Denying the science behind it does nothing to help. http://   #ActOnClimate|5.115555555555556|5.115555555555556
67|"""On behalf of Michelle and our family, G mar Chatimah Tovah.""  President Obama #YomKippur"|"""On behalf of Michelle and our family, G mar Chatimah Tovah.""  President Obama #YomKippur"|5.380000000000001|5.272
68|"""LGBT individuals deserve to know their country stands beside them.""  President Obama #NationalComingOutDay pic.twitter.com/op7nBzbaod"|"""LGBT individuals deserve to know their country stands beside them.""  President Obama #NationalComingOutDay  "|5.685|5.685
69|The Supreme Court must remain above politics. Judge Garland needs a hearing and a vote. #DoYourJob pic.twitter.com/eVSPSIFNpB|The Supreme Court must remain above politics. Judge Garland needs a hearing and a vote. #DoYourJob  |5.3500000000000005|5.3500000000000005
70|Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: http:// ofa.bo/2dH41rB #DoYourJob|Don't stand idly by while Senate leaders continue to block Judge Garland from a fair hearing and vote: http://   #DoYourJob|5.396666666666666|5.396666666666666
71|Judge Garland is just as qualified now as he was in 1997, Senate leaders. It's time to #DoYourJob . pic.twitter.com/j1lEkdMYV6|Judge Garland is just as qualified now as he was in 1997, Senate leaders. It's time to #DoYourJob .  |5.484545454545454|5.484545454545454
72|Dispel misinformation with facts from the @OFA Truth Team. http:// ofa.bo/2dIq9AB|Dispel misinformation with facts from the @OFA Truth Team. http://  |5.485|5.485
73|The uninsured rate is the lowest it's been in decades, thanks to #Obamacare . Spread the word. http:// ofa.bo/2dLpd09 pic.twitter.com/zH364SozNu|The uninsured rate is the lowest it's been in decades, thanks to #Obamacare . Spread the word. http://    |5.1579999999999995|5.1579999999999995
74|Deadline tonight help rein in payday lenders that succeed by targeting vulnerable Americans: http:// ofa.bo/2cXFmzM #StopTheDebtTrap|Deadline tonight help rein in payday lenders that succeed by targeting vulnerable Americans: http://   #StopTheDebtTrap|5.304|5.534285714285716
75|The Obama administration and @CFPB are working to protect consumers and #StopTheDebtTrap . pic.twitter.com/UMO01OUkdh|The Obama administration and @CFPB are working to protect consumers and #StopTheDebtTrap .  |5.4174999999999995|5.4174999999999995
76|Our economy is on a better, stronger course. http:// ofa.bo/2dkzDAj|Our economy is on a better, stronger course. http://  |5.496|5.496
77|The economic progress we've made is undeniable let's keep it up. pic.twitter.com/gAlfaC1hkI|The economic progress we've made is undeniable let's keep it up.  |5.751428571428572|5.715
78|Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces. http:// ofa.bo/2dk8Ynm|Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces. http://  |5.277777777777779|5.277777777777779
79|The economy added 156,000 jobs in September extending the longest streak of total job growth on record.|The economy added 156,000 jobs in September extending the longest streak of total job growth on record.|5.528333333333333|5.572307692307693
80|ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate . http:// ofa.bo/2dyb5WA|ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate . http://  |4.965454545454546|4.965454545454546
81|The cost of clean energy technology dropped significantly over the last eight years. Get the chart: http:// ofa.bo/2dHBN0k #ActOnClimate|The cost of clean energy technology dropped significantly over the last eight years. Get the chart: http://   #ActOnClimate|5.306666666666666|5.306666666666666
82|This historic step in the fight to #ActOnClimate came faster than anyone predicted. pic.twitter.com/W2rtcNXkI7|This historic step in the fight to #ActOnClimate came faster than anyone predicted.  |5.096000000000001|5.096000000000001
83|"""Today is a historic day in the fight to protect our planet for future generations.""  President Obama #ActOnClimate http://www. snappytv.com/tc/2949825"|"""Today is a historic day in the fight to protect our planet for future generations.""  President Obama #ActOnClimate  .  "|5.547692307692308|5.547692307692308
84|LIVE: President Obama is delivering a statement on the Paris Climate Agreement. http:// ofa.bo/2dFlmSh|LIVE: President Obama is delivering a statement on the Paris Climate Agreement. http://  |5.244|5.244
85|Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: http:// ofa.bo/2dEKeJE #DoYourJob|Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: http://   #DoYourJob|5.208888888888889|5.208888888888889
86|Enough is enough. Say it's time for Senate leaders to get to work: http:// ofa.bo/2dtojUl #DoYourJob|Enough is enough. Say it's time for Senate leaders to get to work: http://   #DoYourJob|5.3475|5.3475
87|"""Everybody cares about their kids, their grandkids, and the kind of world we pass on to them.""  President Obama http://www. snappytv.com/tc/2936623"|"""Everybody cares about their kids, their grandkids, and the kind of world we pass on to them.""  President Obama  .  "|5.735384615384616|5.735384615384616
88|Take what matters with you. http:// ofa.bo/2cQauS4 pic.twitter.com/KJJdkE8DML|Take what matters with you. http://    |5.253333333333333|5.253333333333333
89|We've come a long way, but the fight for fairness and an economy that works for everyone continues. pic.twitter.com/WWRhZHwYWE|We've come a long way, but the fight for fairness and an economy that works for everyone continues.  |4.9399999999999995|4.9399999999999995
90|Side-by-side for 24 years. Here's to many more. #HappyAnniversary pic.twitter.com/nh8Xfc7IWU|Side-by-side for 24 years. Here's to many more. #HappyAnniversary  |5.34|5.34
91|Facts matter. Stay informed with the @OFA Truth Team: http:// ofa.bo/2dmTBfV|Facts matter. Stay informed with the @OFA Truth Team: http://  |5.626666666666666|5.626666666666666
92|In the weekly address, President Obama discusses why access to paid leave is so important. http:// ofa.bo/2dEyet9 #LeadOnLeave|In the weekly address, President Obama discusses why access to paid leave is so important. http://   #LeadOnLeave|5.337777777777777|5.337777777777777
93|Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave pic.twitter.com/FF4hTkgOZy|Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave  |5.174285714285715|5.174285714285715
94|After thirty years in Congress, Senator, this should not be your proudest accomplishment. http:// ofa.bo/2dBY0hA #DoYourJob pic.twitter.com/TIL8ISwdKd|After thirty years in Congress, Senator, this should not be your proudest accomplishment. http://   #DoYourJob  |5.25125|5.25125
95|We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: http:// ofa.bo/2d1GSgf #DoYourJob|We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: http://   #DoYourJob|5.588|5.588
96|There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. #DoYourJob pic.twitter.com/qtzcY3iwyl|There has never been a more qualified nominee, Senate leaders. He deserves a fair hearing and a vote. #DoYourJob  |5.517499999999999|5.517499999999999
97|It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: http:// ofa.bo/2cZAI0q #DoYourJob|It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: http://   #DoYourJob|5.417777777777777|5.417777777777777
98|"""Everybody gets sick."" Check out what President Obama is doing to extend access to paid sick leave: http:// ofa.bo/2cEHvAx #LeadOnLeave"|"""Everybody gets sick."" Check out what President Obama is doing to extend access to paid sick leave: http://   #LeadOnLeave"|5.176363636363637|5.176363636363637
99|Never underestimate the strength and resilience of the American economy. pic.twitter.com/OFTN2FlRtq|Never underestimate the strength and resilience of the American economy.  |5.5040000000000004|5.5040000000000004
100|The @OFA Truth Team makes it easy to stay informed. Join today: http:// ofa.bo/2d4UB8e|The @OFA Truth Team makes it easy to stay informed. Join today: http://  |5.575999999999999|5.575999999999999
101|This is no accident we're making a comeback because together, we've fought hard to support American families. pic.twitter.com/LTk7SiTexP|This is no accident we're making a comeback because together, we've fought hard to support American families.  |4.938|4.766666666666667
102|We're better off than we were eight years ago. pic.twitter.com/OwrTM3V78t|We're better off than we were eight years ago.  |5.368571428571428|5.368571428571428
103|Household incomes are up, and the poverty rate is down across all demographics. http:// ofa.bo/2d1pZV0|Household incomes are up, and the poverty rate is down across all demographics. http://  |4.742222222222222|4.742222222222222
104|As long as Senate leaders keep refusing to do their jobs, @OFA supporters will continue speaking out against their obstruction. #DoYourJob pic.twitter.com/xrz67jh1HV|As long as Senate leaders keep refusing to do their jobs, @OFA supporters will continue speaking out against their obstruction. #DoYourJob  |5.331428571428572|5.331428571428572
105|Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http:// ofa.bo/2d6yD5J #DoYourJob|Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http://   #DoYourJob|5.2125|5.2125
106|Important, tough conversations require solid facts. Get them from the @OFA Truth Team: http:// ofa.bo/2cY11WE pic.twitter.com/dD1EPgaA9W|Important, tough conversations require solid facts. Get them from the @OFA Truth Team: http://    |5.1000000000000005|5.1000000000000005
107|These are high praises from the American Bar Association and yet, Senate leaders refuse to even consider Judge Garland. #MerricksMerits pic.twitter.com/tXakoNmYFu|These are high praises from the American Bar Association and yet, Senate leaders refuse to even consider Judge Garland. #MerricksMerits  |5.268888888888889|5.264
108|Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: http:// ofa.bo/2cXrKCL #DoYourJob|Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: http://   #DoYourJob|5.336|5.336
109|The American people are waiting for Senate leaders to do their jobs. pic.twitter.com/LNqAQpxMle|The American people are waiting for Senate leaders to do their jobs.  |5.25|5.25
110|Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http:// ofa.bo/2cJwSYX #DoYourJob|Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: http://   #DoYourJob|5.2125|5.2125
111|Senate leaders need to work for the good of the American people, not seek out political points. pic.twitter.com/Tdx3xk6gYi|Senate leaders need to work for the good of the American people, not seek out political points.  |5.12153846153846|5.12153846153846
112|Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made. http:// ofa.bo/2ctwCBa|Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made. http://  |5.665000000000001|5.665000000000001
113|Here are 16 broken records we shouldn't be proud of. pic.twitter.com/x98dGgEloW|Here are 16 broken records we shouldn't be proud of.  |5.345714285714286|5.345714285714286
114|Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: http:// ofa.bo/2cMYuhR|Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: http://  |4.98|4.98
115|Another record broken: 16 months in a row of undeniable, record-breaking heat. http:// ofa.bo/2dabz7s #ActOnClimate|Another record broken: 16 months in a row of undeniable, record-breaking heat. http://   #ActOnClimate|5.260000000000001|5.260000000000001
116|Happy #FirstDayofFall . pic.twitter.com/ix02MNuOud|Happy #FirstDayofFall .  ||
117|We can't sit idly by. Climate change is likely to threaten our national security we must act now. http:// ofa.bo/2crGwUg #ActOnClimate pic.twitter.com/CCFZdEYc8T|We can't sit idly by. Climate change is likely to threaten our national security we must act now. http://   #ActOnClimate  |5.382|5.525000000000001
118|Judge Garland is highly qualified for the bench even some Senate leaders who are now blocking his hearing have agreed. #MerricksMerits pic.twitter.com/zxaqdzLVRj|Judge Garland is highly qualified for the bench even some Senate leaders who are now blocking his hearing have agreed. #MerricksMerits  |5.616153846153848|5.593999999999999
119|Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. http:// ofa.bo/2d4dlEi|Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. http://  |4.4350000000000005|4.4350000000000005
120|Enough of the shameless partisanship, Senators. #DoYourJob and fill the Supreme Court vacancy. pic.twitter.com/vIQY0bivo4|Enough of the shameless partisanship, Senators. #DoYourJob and fill the Supreme Court vacancy.  |5.164|5.164
121|Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. http:// ofa.bo/2cpiYzm #DoYourJob|Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. http://   #DoYourJob|5.489230769230771|5.489230769230771
122|The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. #MerricksMerits pic.twitter.com/ItMNKx4RJx|The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote. #MerricksMerits  |5.739999999999999|5.739999999999999
123|"""Their right to inherit a healthy planet is a sacred responsibility.""  President Obama #ActOnClimate http://www. snappytv.com/tc/2807826"|"""Their right to inherit a healthy planet is a sacred responsibility.""  President Obama #ActOnClimate  .  "|5.9174999999999995|5.9174999999999995
124|Communities are already experiencing the effects of climate change we can't afford not to act. Take a look: http:// ofa.bo/2d1OQbb pic.twitter.com/3BFbRDUXBv|Communities are already experiencing the effects of climate change we can't afford not to act. Take a look: http://    |5.02909090909091|5.173846153846155
125|As the #UNGA meets, take a look at the progress we've made thanks to American leadership in the world. http:// ofa.bo/2cX9zhF|As the #UNGA meets, take a look at the progress we've made thanks to American leadership in the world. http://  |5.644285714285715|5.644285714285715
126|LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. http:// ofa.bo/2cNcg58 #UNGA|LIVE: President Obama is speaking at the 71st Session of the United Nations General Assembly. http://   #UNGA|5.1433333333333335|5.1433333333333335
127|LIVE: President Obama is delivering a statement in New York. http:// ofa.bo/2cYDF5K|LIVE: President Obama is delivering a statement in New York. http://  |5.295|5.295
128|President Obama commemorates #HispanicHeritageMonth in an address to @CHCI . http://www. snappytv.com/tc/2810938|President Obama commemorates #HispanicHeritageMonth in an address to @CHCI .  .  |5.23|5.23
129|Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob pic.twitter.com/N7vH2ncwmb|Senate leaders are putting politics above their basic responsibility to hold a hearing for Judge Garland. #DoYourJob  |5.373846153846154|5.373846153846154
130|Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. http:// ofa.bo/2csXei1|Six months is long enough, senators. It's time to #DoYourJob and give Judge Garland a hearing. http://  |5.3500000000000005|5.3500000000000005
